school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,onemap_query,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
FUHUA PRIMARY SCHOOL,http://www.fuhuapri.moe.edu.sg,65   JURONG EAST STREET 13,609647,65624370,na,65639542,na,fhps@moe.edu.sg,JURONG EAST MRT STATION,"JURONG EAST CENTRAL (BS28441): 41,49,52,105,160,160A,160M,176,183,334,506    JURONG EAST CENTRAL (BS28431):51,66,78,79,143, 143M, 176, 335",MR GANESAN S/O RAMAN,MDM TEO SIEW KHIM,NULL,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,FUHUA PRIMARY SCHOOL,FUHUA PRIMARY SCHOOL,65,JURONG EAST STREET 13,FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,609647,17181.0134181511,35409.5467255618,1.33650394789627,103.736103745748,103.736103745748
FUHUA SECONDARY SCHOOL,http://www.fuhuasec.moe.edu.sg,5    JURONG WEST STREET 41,649410,65633067,na,65634379,na,FHSS@MOE.EDU.SG,"CHINESE GARDEN MRT, LAKESIDE MRT","49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502, 657",MISS FOONG LAI LEONG,MR SIM HOW CHONG,MRS SHAIMA ANSHAD,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,FUHUA SECONDARY SCHOOL,FUHUA SECONDARY SCHOOL,5,JURONG WEST STREET 41,FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41 FUHUA SECONDARY SCHOOL SINGAPORE 649410,649410,16114.5930194063,36571.750703603,1.34701408913756,103.72652089832,103.72652089832
GAN ENG SENG PRIMARY SCHOOL,http://www.ganengsengpri.moe.edu.sg,100  REDHILL CLOSE,158901,64717451,na,64794152,na,gesps@moe.edu.sg,Redhill,"14, 63, 147, 196, 197, 855, 961","MR LEE WEI YAP, ROY",MDM RINA D/O BHASI,NULL,NULL,NULL,NULL,NULL,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GAN ENG SENG PRIMARY SCHOOL,GAN ENG SENG PRIMARY SCHOOL,100,REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,100 REDHILL CLOSE GAN ENG SENG PRIMARY SCHOOL SINGAPORE 158901,158901,26022.2170935348,29780.10807156,1.28559516494962,103.815547410064,103.815547410064
GAN ENG SENG SCHOOL,http://www.ganengsengsch.moe.edu.sg,1    HENDERSON ROAD,159561,64745594,na,64732479,na,GESS@MOE.EDU.SG,"REDHILL MRT, TIONG BAHRU MRT","14, 16, 32, 33, 51, 63, 64, 120, 122, 145, 139, 186, 851, 970",MISS TAN HWEE PIN,MR CHUNG KWOK LEONG DANIEL,MDM SARAWATHY D/O VARADARAJU,NULL,NULL,NULL,NULL,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GAN ENG SENG SCHOOL,GAN ENG SENG SCHOOL,1,HENDERSON ROAD,GAN ENG SENG SCHOOL,1 HENDERSON ROAD GAN ENG SENG SCHOOL SINGAPORE 159561,159561,26933.2812846666,30164.4590708893,1.28907114458398,103.823733672546,103.823733672546
GEYLANG METHODIST SCHOOL (PRIMARY),www.geylangmethodistpri.moe.edu.sg,4    Geylang East Central,389706,67486746,na,67488980,na,GMSP@moe.edu.sg,Aljunied,"80, 134, 155",MDM JENNIFER HAN ENG JUAN,MR LUA EE PING,NULL,NULL,NULL,NULL,NULL,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GEYLANG METHODIST SCHOOL (PRIMARY),GEYLANG METHODIST SCHOOL (PRIMARY),4,GEYLANG EAST CENTRAL,GEYLANG METHODIST SCHOOL (PRIMARY),4 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (PRIMARY) SINGAPORE 389706,389706,33623.1818729434,33318.1223668903,1.31759126757284,103.883845744916,103.883845744916
GEYLANG METHODIST SCHOOL (SECONDARY),http://www.geylangmethodistsec.moe.edu.sg,2    GEYLANG EAST CENTRAL,389705,67466503,na,67477317,na,gmss@moe.edu.sg,ALJUNIED MRT,"40, 62, 63, 80, 100, 125, 134, 155, 158",MR WEE TAT CHUEN,MDM LOY WEE MENG,MR LEW KING LUN JULIAN,NULL,NULL,NULL,NULL,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GEYLANG METHODIST SCHOOL (SECONDARY),GEYLANG METHODIST SCHOOL (SECONDARY),2,GEYLANG EAST CENTRAL,GEYLANG METHODIST SCHOOL (SECONDARY),2 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (SECONDARY) SINGAPORE 389705,389705,33491.3455231488,33324.5040080417,1.31764900474601,103.882661129303,103.882661129303
GONGSHANG PRIMARY SCHOOL,http://www.gongshangpri.moe.edu.sg,1    TAMPINES STREET 42,529176,67831191,na,67880004,na,GSPS@MOE.EDU.SG,Tampines (Downtown Line and East West Line) and Tampines East (Downtown Line),"4, 8, 18, 19, 21, 37, 38, 81, 293",MDM LIM TZYY SHIUAN,MRS SELINA LEE,NULL,NULL,NULL,NULL,NULL,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,GONGSHANG PRIMARY SCHOOL,GONGSHANG PRIMARY SCHOOL,1,TAMPINES STREET 42,GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42 GONGSHANG PRIMARY SCHOOL SINGAPORE 529176,529176,40886.8508355999,37702.2195482217,1.35723721393297,103.949115320172,103.949115320172
GREENDALE PRIMARY SCHOOL,http://www.greendalepri.moe.edu.sg,50   Edgedale Plains,828848,68861413,na,68861419,na,greendale_ps@moe.edu.sg,Punggol LRT:  Coral Edge,"3,62, 83, 85, 386",MDM NG SOH HUA,MDM SEING JEE CHING JASMINE,MR TAN SIAN YEOW TERENCE,NULL,NULL,NULL,NULL,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GREENDALE PRIMARY SCHOOL,GREENDALE PRIMARY SCHOOL,50,EDGEDALE PLAINS,GREENDALE PRIMARY SCHOOL,50 EDGEDALE PLAINS GREENDALE PRIMARY SCHOOL SINGAPORE 828848,828848,36793.4333255449,42041.5424514245,1.39648195114256,103.91233462071,103.91233462071
GREENDALE SECONDARY SCHOOL,http://www.greendalesec.moe.edu.sg,51   EDGEDALE PLAINS,828866,63158616,na,63158420,na,greendale_ss@moe.edu.sg,"PUNGGOL MRT, MERIDIAN LRT","3, 62, 83, 85, 136, 386",MISS NG AMY,MR LOH CHIH HUI,MRS ANNE CHAN,NULL,NULL,NULL,NULL,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GREENDALE SECONDARY SCHOOL,GREENDALE SECONDARY SCHOOL,51,EDGEDALE PLAINS,GREENDALE SECONDARY SCHOOL,51 EDGEDALE PLAINS GREENDALE SECONDARY SCHOOL SINGAPORE 828866,828866,36722.8223570501,42094.4224047884,1.39696019936894,103.91170014084,103.91170014084
GREENRIDGE PRIMARY SCHOOL,http://www.greenridgepri.moe.edu.sg,11   JELAPANG ROAD,677744,67604265,na,67620189,na,GRPS@MOE.EDU.SG,"Senja LRT station, Jelapang LRT Station","Bus 920, 922, 972",MDM ONG FEI MIN,MDM GOH LUNG ENG,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GREENRIDGE PRIMARY SCHOOL,GREENRIDGE PRIMARY SCHOOL,11,JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,11 JELAPANG ROAD GREENRIDGE PRIMARY SCHOOL SINGAPORE 677744,677744,20708.0073222192,40870.2050487585,1.3858892193692,103.767794469258,103.767794469258
GREENRIDGE SECONDARY SCHOOL,http://www.greenridgesec.moe.edu.sg,32   BUKIT PANJANG RING ROAD,679938,67601052,na,67628334,na,gss@moe.edu.sg,BANGKIT LRT,"722, 920, 922, 971, 972, 972M, 976",MDM KOH HOON CHOO JESSIE,MRS FIRDOUSE-DALINA ABDULLAH,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GREENRIDGE SECONDARY SCHOOL,GREENRIDGE SECONDARY SCHOOL,32,BUKIT PANJANG RING ROAD,GREENRIDGE SECONDARY SCHOOL,32 BUKIT PANJANG RING ROAD GREENRIDGE SECONDARY SCHOOL SINGAPORE 679938,679938,21379.5029344708,40425.1360503398,1.38186433722811,103.773828466913,103.773828466913
GREENWOOD PRIMARY SCHOOL,http://www.greenwoodpri.moe.edu.sg,11   WOODLANDS  DR  62,737942,63666158,na,63666159,na,greenwood_ps@moe.edu.sg,Admiralty MRT Station,"912, 913, 962",MDM TANG PEI LU TRICILIA,MR SATHYA PRASAD S/O G,"MR LEE HUAN SIAK, JAMES",NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GREENWOOD PRIMARY SCHOOL,GREENWOOD PRIMARY SCHOOL,11,WOODLANDS DRIVE 62,GREENWOOD PRIMARY SCHOOL,11 WOODLANDS DRIVE 62 GREENWOOD PRIMARY SCHOOL SINGAPORE 737942,737942,24818.0410170276,46842.3174743224,1.43989958331782,103.804725587384,103.804725587384
GUANGYANG PRIMARY SCHOOL,http://www.guangyangpri.moe.edu.sg,6    Bishan Street 12,579806,62580455,na,62580010,na,GYPS@MOE.EDU.SG,Bishan MRT,"13,52,54,55,56,57,59,88,93,156,157,163,410",MR LAU ENOCH,MR HO SENG TAT SUNNY,NULL,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GUANGYANG PRIMARY SCHOOL,GUANGYANG PRIMARY SCHOOL,6,BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,6 BISHAN STREET 12 GUANGYANG PRIMARY SCHOOL SINGAPORE 579806,579806,29795.6102129035,36425.0979033671,1.34569011530238,103.849453239895,103.849453239895
GUANGYANG SECONDARY SCHOOL,http://guangyangsec.moe.edu.sg,8    BISHAN STREET 12,579807,62589781,na,63543108,na,gyss@moe.edu.sg,BISHAN MRT,"13, 56, 57, 59, 71, 88, 93, 157, 163, 410",MR LIM HOCK CHUAN ALVIN,MR KOH LIP KANG,NULL,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GUANGYANG SECONDARY SCHOOL,GUANGYANG SECONDARY SCHOOL,8,BISHAN STREET 12,GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12 GUANGYANG SECONDARY SCHOOL SINGAPORE 579807,579807,29879.7115914728,36283.3906797953,1.34440856042912,103.850208933626,103.850208933626
HAI SING CATHOLIC SCHOOL,http://www.haisingcatholic.moe.edu.sg,9    PASIR RIS DRIVE 6,519421,65827864,na,65822543,na,HSHS@MOE.EDU.SG,PASIR RIS MRT,"3, 5, 6, 12, 17, 21, 89, 354, 358",MR ANG TECK SIANG DANIEL,MRS TEO-TAY CHAI HONG,MISS SHEREEN WONG MINGRUI,NULL,NULL,NULL,NULL,PASIR RIS,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HAI SING CATHOLIC SCHOOL,HAI SING CATHOLIC SCHOOL,9,PASIR RIS DRIVE 6,HAI SING CATHOLIC SCHOOL,9 PASIR RIS DRIVE 6 HAI SING CATHOLIC SCHOOL SINGAPORE 519421,519421,41536.9732257053,39594.1036770996,1.37434641160381,103.954957944437,103.954957944437
HAIG GIRLS' SCHOOL,http://www.haiggirls.moe.edu.sg,51   Koon Seng Road,427072,63440293,na,64474169,na,HAIGGIRLSSCH@MOE.EDU.SG,"Eunos, Dakota","16,33",MISS LO YEN NIE,MISS PHUA AI LEI,MDM LEE LI LI,NULL,NULL,NULL,NULL,GEYLANG,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,HAIG GIRLS' SCHOOL,HAIG GIRLS' SCHOOL,51,KOON SENG ROAD,HAIG GIRLS' SCHOOL,51 KOON SENG ROAD HAIG GIRLS' SCHOOL SINGAPORE 427072,427072,35744.037941209,32693.6655622385,1.31194344271383,103.902902557195,103.902902557195
HENRY PARK PRIMARY SCHOOL,http://www.henryparkpri.moe.edu.sg,1    HOLLAND GROVE ROAD,278790,64663600,na,64691840,na,HPPS@MOE.EDU.SG,"Buona Vista MRT, Clementi MRT","7, 61, 75, 156, 157, 165, 92","MR KOH CHIN THONG, MARTIN",MDM WONG SU MAY,MR CHUA CHYE HOCK,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,HENRY PARK PRIMARY SCHOOL,HENRY PARK PRIMARY SCHOOL,1,HOLLAND GROVE ROAD,HENRY PARK PRIMARY SCHOOL,1 HOLLAND GROVE ROAD HENRY PARK PRIMARY SCHOOL SINGAPORE 278790,278790,22544.2873791968,33216.9645254761,1.31667646178347,103.784296227747,103.784296227747
HILLGROVE SECONDARY SCHOOL,http://www.hillgrovesec.moe.edu.sg,10   BUKIT BATOK STREET 52,659250,65603726,na,65630920,na,HILLGROVE_SS@MOE.EDU.SG,"BUKIT BATOK MRT, BUKIT GOMBAK MRT","176, 985, 945",MDM ONG HUI MIIN ANGELINE,MR MALVIN CHAN HUAN JIAN,MR SNG CHIN SENG,NULL,NULL,NULL,NULL,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HILLGROVE SECONDARY SCHOOL,HILLGROVE SECONDARY SCHOOL,10,BUKIT BATOK STREET 52,HILLGROVE SECONDARY SCHOOL,10 BUKIT BATOK STREET 52 HILLGROVE SECONDARY SCHOOL SINGAPORE 659250,659250,19059.9452109011,37204.3120635767,1.35273576615912,103.752986488399,103.752986488399
HOLY INNOCENTS' HIGH SCHOOL,http://www.holyinnocentshigh.moe.edu.sg,1191 UPPER SERANGOON ROAD,534786,62833381,na,62831737,na,HIHS@MOE.EDU.SG,HOUGANG MRT,"27, 72, 74, 80, 87, 89, 101, 107, 113, 116, 119, 132, 136, 147, 153, 161, 165, 324, 325",MRS REBECCA CHEW,MR NG CHENG SONG JEREMY,MR CHIA KENG HWEE,NULL,NULL,NULL,NULL,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HOLY INNOCENTS' HIGH SCHOOL,HOLY INNOCENTS' HIGH SCHOOL,1191,UPPER SERANGOON ROAD,HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD HOLY INNOCENTS' HIGH SCHOOL SINGAPORE 534786,534786,35020.0627604807,39284.0954767819,1.37154508822261,103.896398814264,103.896398814264
HOLY INNOCENTS' PRIMARY SCHOOL,http://www.holyinnocentspri.moe.edu.sg/,5    Lorong Low Koon,536451,62886516,na,62876393,na,HOLYINNOCENTSPRI@MOE.EDU.SG,2km walk to Hougang MRT,"51,72,80,101,119,132,136,153.",MISS SEET ENG GEOK LENA,MS KOH CHIOW TEE THERESA,MDM YUE  SHARON,NULL,NULL,NULL,NULL,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,HOLY INNOCENTS' PRIMARY SCHOOL,HOLY INNOCENTS' PRIMARY SCHOOL,5,LORONG LOW KOON,HOLY INNOCENTS' PRIMARY SCHOOL,5 LORONG LOW KOON HOLY INNOCENTS' PRIMARY SCHOOL SINGAPORE 536451,536451,34765.9036816582,38774.6943912152,1.36693830877349,103.894114899795,103.894114899795
HONG WEN SCHOOL,http://www.hongwen.moe.edu.sg,30   TOWNER ROAD,327829,62943340,na,62937625,na,hws@moe.edu.sg,Boon Keng MRT,"Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145",MRS THERESA HONG-NG,MR LIM CHONG ENG,NULL,NULL,NULL,NULL,NULL,KALLANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,HONG WEN SCHOOL,HONG WEN SCHOOL,30,TOWNER ROAD,HONG WEN SCHOOL,30 TOWNER ROAD HONG WEN SCHOOL SINGAPORE 327829,327829,30705.4493981982,33779.0355954058,1.32175999964553,103.857628468881,103.857628468881
HORIZON PRIMARY SCHOOL,http://www.horizonpri.moe.edu.sg,61   Edgedale Plains,828819,67535411,na,67523971,na,horizon_ps@moe.edu.sg,Punggol MRT Station (NE17)  (LRT: Kadaloor [PE5] or Oasis [PE6]),"3, 50, 83, 85, 569",MDM GRACE HO LI JUN,MR OW EU GENE JOHN,MDM SENTHIL POONKODI D/O R K,NULL,NULL,NULL,NULL,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,HORIZON PRIMARY SCHOOL,HORIZON PRIMARY SCHOOL,61,EDGEDALE PLAINS,HORIZON PRIMARY SCHOOL,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,828819,36912.5247354358,42380.7999361996,1.399550034492,103.913404855665,103.913404855665
HOUGANG PRIMARY SCHOOL,http://www.hougangpri.moe.edu.sg/,1    HOUGANG ST 93,534238,64897445,na,64897446,na,HOUGANG_PS@MOE.EDU.SG,"Ang Mo Kio, Buangkok, Hougang, Sengkang, Yio Chu Kang","SBS 43, 72, 88, 101, 109, 116, 156, 159, 325, 329","MR GOH WAI MIN, JASON",MISS LIEW PANG HAI,NULL,NULL,NULL,NULL,NULL,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,HOUGANG PRIMARY SCHOOL,HOUGANG PRIMARY SCHOOL,1,HOUGANG STREET 93,HOUGANG PRIMARY SCHOOL,1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238,534238,33284.6782123018,39929.5216681417,1.37738245231461,103.880805274557,103.880805274557
HOUGANG SECONDARY SCHOOL,http://www.hougangsec.moe.edu.sg,2    HOUGANG STREET 93,534256,63851990,na,63852015,na,HOUGANG_SS@MOE.EDU.SG,"HOUGANG MRT, BUANGKOK MRT","43, 88, 101, 109, 156, 159, 161, 325, 329",MR ARIVAZHAGAN MANICKAM,MRS YOONG JIN ING,MDM JESMINE CHUNG KAH MIN,NULL,NULL,NULL,NULL,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HOUGANG SECONDARY SCHOOL,HOUGANG SECONDARY SCHOOL,2,HOUGANG STREET 93,HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93 HOUGANG SECONDARY SCHOOL SINGAPORE 534256,534256,33477.0592164416,39958.0252705514,1.37764019332164,103.882533963338,103.882533963338
HUA YI SECONDARY SCHOOL,http://www.huayisec.moe.edu.sg,60   JURONG WEST ST 42,649371,65634568,na,65634505,na,HYSS@MOE.EDU.SG,"LAKESIDE MRT, CHINESE GARDEN MRT","49, 98, 98B, 98M, 99, 157, 185, 187, 198, 198A, 334, 335, 502",MISS GWEE SU PIN SANDRA,MDM KHOO HENG OI CATHERINE,MDM TAN KAY BIN,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HUA YI SECONDARY SCHOOL,HUA YI SECONDARY SCHOOL,60,JURONG WEST STREET 42,HUA YI SECONDARY SCHOOL,60 JURONG WEST STREET 42 HUA YI SECONDARY SCHOOL SINGAPORE 649371,649371,15592.8322145641,37161.0913502462,1.35234365488339,103.721832320169,103.721832320169
HUAMIN PRIMARY SCHOOL,http://www.huaminpri.moe.edu.sg,21   YISHUN AVENUE 11,768857,67529004,na,67552455,na,huamin_ps@moe.edu.sg,Yishun MRT Station,"806, 804",MDM NOORISMAWATY BTE ISMAIL,MDM BALAKRISHNAN CORINNE ANNE,NULL,NULL,NULL,NULL,NULL,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,HUAMIN PRIMARY SCHOOL,HUAMIN PRIMARY SCHOOL,21,YISHUN AVENUE 11,HUAMIN PRIMARY SCHOOL,21 YISHUN AVENUE 11 HUAMIN PRIMARY SCHOOL SINGAPORE 768857,768857,29215.4177919272,45412.9266837817,1.42697284512936,103.844240226564,103.844240226564
HWA CHONG INSTITUTION,http://www.hwachong.edu.sg,661  BUKIT TIMAH ROAD,269734,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M",MR PANG CHOON HOW,DR LIM HONG SENG MELVYN,MR CHAN KWOK LEONG,MRS CHIN-LEOW BEE KUAN,DR CHUNG WEN CHEE,NULL,NULL,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,No,No,Yes,Chinese,na,na,HWA CHONG INSTITUTION,HWA CHONG INSTITUTION,673,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,673 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269735,269735,24375.1352411378,34235.5739198215,1.32588867455552,103.800747204253,103.800747204253
INNOVA PRIMARY SCHOOL,http://www.innovapri.moe.edu.sg/,80   Woodlands Drive 17,737888,68944693,na,68942573,na,innova_pri@moe.edu.sg,Woodlands,"900A (weekdays only - 7.00 am to 8.30 am & 4.30 pm to 6.30 pm), 901",MISS WINDERSALAM SHYAMALA DEVI,MDM TAY GEK KHIM,MR LAU YEAN HUI,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,INNOVA PRIMARY SCHOOL,INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,23246.8971469188,45633.4723797198,1.42896700684852,103.790607539185,103.790607539185
JIEMIN PRIMARY SCHOOL,http://www.jieminpri.moe.edu.sg,2    YISHUN STREET 71,768515,67586472,na,67559958,na,jiemin_ps@moe.edu.sg,Yishun MRT Station,"167,169,171,800,811,000,000,000,000,000,000",MR ANDY MICKEY CHOONG TEK CHOY,MRS NUR FATIMAH FRAUDER,MISS WONG KAH WAN JOY,NULL,NULL,NULL,NULL,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,JIEMIN PRIMARY SCHOOL,JIEMIN PRIMARY SCHOOL,2,YISHUN STREET 71,JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71 JIEMIN PRIMARY SCHOOL SINGAPORE 768515,768515,27678.0421859771,45492.0549418237,1.42768847665227,103.830425490093,103.830425490093
JING SHAN PRIMARY SCHOOL,http://www.jingshanpri.moe.edu.sg,5    ANG MO KIO ST 52,569228,64566305,na,64581619,na,jsps@moe.edu.sg,Ang Mo Kio MRT,Bus 265,MDM BOEY HUEY PENG SHARON,MISS REZIA RAHUMATHULLAH,MISS NG SUAT THENG ANGELA,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,JING SHAN PRIMARY SCHOOL,JING SHAN PRIMARY SCHOOL,5,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,569228,30093.7277568905,39360.0670565329,1.37223290983498,103.852132214306,103.852132214306
JUNYUAN PRIMARY SCHOOL,https://junyuanpri.moe.edu.sg,2    Tampines Street 91,528906,67830375,na,67887395,na,JUNYUAN_PS@MOE.EDU.SG,Tampines West (Downtown Line); Tampines (East-West Line),"76281: 22, 46, 129 76061: 10, 15, 20, 21, 23, 27, 31, 34, 39, 65, 67, 168, 292 75051: 5, 8, 18, 28, 59, 118",MR CHAN WENG CHEONG,MDM HO LAY YEN JENNY,NULL,NULL,NULL,NULL,NULL,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,JUNYUAN PRIMARY SCHOOL,JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39785.7393018734,36666.448842736,1.34787054460119,103.939220722335,103.939220722335
JUNYUAN SECONDARY SCHOOL,http://www.junyuansec.moe.edu.sg,11   TAMPINES STREET 84,528933,65873683,na,65873682,na,JUNYUAN_SS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","69, 291, 293",MR MOHAMED RAZALI B ABDUL HAMED,MR NG CHENG KEONG,NULL,NULL,NULL,NULL,NULL,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,JUNYUAN SECONDARY SCHOOL,JUNYUAN SECONDARY SCHOOL,11,TAMPINES STREET 84,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,39192.0351621611,37301.4129357934,1.35361315263537,103.933886165824,103.933886165824
